Species,Year
Lolium perenne,1993
Lathyrus pratensis,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Bromus hordeaceus,1993
Festuca pratensis,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Poa trivialis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Festuca pratensis,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Festuca pratensis,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Dactylis glomerata,1993
Festuca rubra,1993
Heracleum sphondylium,1993
Poa pratensis,1993
Poa pratensis,1993
Cerastium fontanum,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Tragopogon pratensis,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Bromus hordeaceus,1993
Festuca pratensis,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Cerastium fontanum,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Anthriscus sylvestris,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Leontodon hispidus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa trivialis,1993
Achillea millefolium,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Helictotrichon pubescens,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Dactylis glomerata,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Poa pratensis,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Dactylis glomerata,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Poa pratensis,1993
Rumex acetosa,1993
Holcus lanatus,1993
Arrhenatherum elatius,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Dactylis glomerata,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Poa trivialis,1993
Rumex acetosa,1993
Arrhenatherum elatius,1993
Alopecurus pratensis,1993
Dactylis glomerata,1993
Arrhenatherum elatius,1993
Tragopogon pratensis,1993
Crepis capillaris,1993
Stachys officinalis,1993
Agrostis capillaris,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Cerastium fontanum,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Lolium perenne,1993
Poa trivialis,1993
Rumex acetosa,1993
Agrostis capillaris,1993
Anthoxanthum odoratum,1993
Holcus lanatus,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Leontodon hispidus,1993
Lolium perenne,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Poa trivialis,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Dactylis glomerata,1993
Festuca rubra,1993
Helictotrichon pubescens,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Rumex acetosa,1993
Sanguisorba minor,1993
Taraxacum officinale,1993
Galium verum,1993
Agrostis capillaris,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Rumex acetosa,1993
Agrostis capillaris,1993
Leontodon hispidus,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Cerastium fontanum,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Tragopogon pratensis,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Stellaria graminea,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Agrostis capillaris,1993
Knautia arvensis,1993
Trisetum flavescens,1993
Veronica chamaedrys,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Sanguisorba minor,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Knautia arvensis,1993
Trisetum flavescens,1993
Veronica chamaedrys,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Trifolium pratense,1993
Poa pratensis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Tragopogon pratensis,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Trifolium repens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Rumex acetosa,1993
Trifolium pratense,1993
Crepis capillaris,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Briza media,1993
Plantago lanceolata,1993
Cerastium fontanum,1993
Plantago lanceolata,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Sanguisorba minor,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Carex flacca,1993
Galium verum,1993
Hypochoeris radicata,1993
Prunella vulgaris,1993
Ranunculus bulbosus,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Briza media,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Sanguisorba minor,1993
Lotus corniculatus,1993
Taraxacum officinale,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Cerastium fontanum,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Luzula campestris,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Agrostis capillaris,1993
Trifolium pratense,1993
Crepis capillaris,1993
Knautia arvensis,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Briza media,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Ranunculus acris,1993
Taraxacum officinale,1993
Carex caryophyllea,1993
Knautia arvensis,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Ajuga reptans,1993
Briza media,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Taraxacum officinale,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Ajuga reptans,1993
Briza media,1993
Conopodium majus,1993
Centaurea nigra,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Sanguisorba minor,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Carex caryophyllea,1993
Pilosella officinarum,1993
Hypochoeris radicata,1993
Trifolium repens,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Ajuga reptans,1993
Briza media,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Leontodon hispidus,1993
Trisetum flavescens,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Bromus hordeaceus,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Bromus hordeaceus,1993
Festuca pratensis,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Dactylis glomerata,1993
Festuca rubra,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Rumex acetosa,1993
Bellis perennis,1993
Crepis capillaris,1993
Cynosurus cristatus,1993
Carex caryophyllea,1993
Trifolium repens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Ajuga reptans,1993
Briza media,1993
Cerastium fontanum,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lolium perenne,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Crepis capillaris,1993
Carex flacca,1993
Ophioglossum vulgatum,1993
Trisetum flavescens,1993
Taraxacum officinale,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Ranunculus acris,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Ajuga reptans,1993
Anthriscus sylvestris,1993
Cerastium fontanum,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Veronica chamaedrys,1993
Conopodium majus,1993
Quercus robur,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Festuca rubra,1993
Holcus lanatus,1993
Poa pratensis,1993
Rumex acetosa,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Poa pratensis,1993
Rumex acetosa,1993
Agrostis capillaris,1993
Anthoxanthum odoratum,1993
Holcus lanatus,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Dactylis glomerata,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Taraxacum officinale,1993
Taraxacum officinale,1993
Crepis capillaris,1993
Galium verum,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Tragopogon pratensis,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Festuca pratensis,1993
Trisetum flavescens,1993
Veronica chamaedrys,1993
Vicia cracca,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Tragopogon pratensis,1993
Poa pratensis,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Poa pratensis,1993
Rumex acetosa,1993
Trifolium pratense,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Anthoxanthum odoratum,1993
Holcus lanatus,1993
Quercus robur,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Cerastium fontanum,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Lathyrus pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Bromus hordeaceus,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Trifolium repens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Dactylis glomerata,1993
Poa pratensis,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Stellaria graminea,1993
Trisetum flavescens,1993
Lolium perenne,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Pimpinella saxifraga,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Crepis capillaris,1993
Cynosurus cristatus,1993
Festuca pratensis,1993
Knautia arvensis,1993
Trisetum flavescens,1993
Trifolium repens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Rumex acetosa,1993
Leontodon hispidus,1993
Taraxacum officinale,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lolium perenne,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Trifolium pratense,1993
Cynosurus cristatus,1993
Festuca pratensis,1993
Galium verum,1993
Trisetum flavescens,1993
Trifolium repens,1993
Veronica chamaedrys,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Briza media,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Centaurea nigra,1993
Luzula campestris,1993
Alopecurus pratensis,1993
Briza media,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Rumex acetosa,1993
Sanguisorba minor,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Ononis repens,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Anthoxanthum odoratum,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Sanguisorba minor,1993
Tragopogon pratensis,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Crepis capillaris,1993
Carex caryophyllea,1993
Knautia arvensis,1993
Prunella vulgaris,1993
Trisetum flavescens,1993
Trifolium repens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Ajuga reptans,1993
Briza media,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Ranunculus acris,1993
Rumex acetosa,1993
Sanguisorba minor,1993
Tragopogon pratensis,1993
Poa pratensis,1993
Crepis capillaris,1993
Carex flacca,1993
Knautia arvensis,1993
Ophioglossum vulgatum,1993
Prunella vulgaris,1993
Ranunculus bulbosus,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Ajuga reptans,1993
Briza media,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Rumex acetosa,1993
Sanguisorba minor,1993
Tragopogon pratensis,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Crepis capillaris,1993
Carex caryophyllea,1993
Knautia arvensis,1993
Ranunculus bulbosus,1993
Trifolium pratense,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Cerastium fontanum,1993
Dactylis glomerata,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Trisetum flavescens,1993
Veronica chamaedrys,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Poa pratensis,1993
Rumex acetosa,1993
Agrostis capillaris,1993
Anthoxanthum odoratum,1993
Festuca rubra,1993
Quercus robur,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Conopodium majus,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Cerastium fontanum,1993
Anthoxanthum odoratum,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Briza media,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Heracleum sphondylium,1993
Leontodon hispidus,1993
Lolium perenne,1993
Lotus corniculatus,1993
Plantago lanceolata,1993
Ranunculus acris,1993
Rumex acetosa,1993
Sanguisorba minor,1993
Taraxacum officinale,1993
Crepis capillaris,1993
Agrostis capillaris,1993
Festuca rubra,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Stellaria graminea,1993
Trisetum flavescens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Alopecurus pratensis,1993
Anthriscus sylvestris,1993
Cerastium fontanum,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Heracleum sphondylium,1993
Lolium perenne,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Poa trivialis,1993
Ranunculus acris,1993
Rumex acetosa,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Helictotrichon pubescens,1993
Trisetum flavescens,1993
Trifolium repens,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Briza media,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Carex caryophyllea,1993
Pilosella officinarum,1993
Knautia arvensis,1993
Stellaria graminea,1993
Stachys officinalis,1993
Trifolium repens,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
