Species,Year
Alopecurus pratensis,1995
Cerastium fontanum,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Tragopogon pratensis,1995
Achillea millefolium,1995
Taraxacum officinale,1995
Galium verum,1995
Leontodon autumnalis,1995
Agrostis capillaris,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Festuca rubra,1995
Holcus lanatus,1995
Plantago lanceolata,1995
Poa pratensis,1995
Rumex acetosa,1995
Trisetum flavescens,1995
Agrostis capillaris,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Festuca rubra,1995
Holcus lanatus,1995
Poa pratensis,1995
Rumex acetosa,1995
Anthoxanthum odoratum,1995
Holcus lanatus,1995
Arrhenatherum elatius,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Dactylis glomerata,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Poa pratensis,1995
Poa trivialis,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Rumex acetosa,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Bromus hordeaceus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Arrhenatherum elatius,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Dactylis glomerata,1995
Helictotrichon pubescens,1995
Lathyrus pratensis,1995
Poa pratensis,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Arrhenatherum elatius,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Dactylis glomerata,1995
Festuca rubra,1995
Anthoxanthum odoratum,1995
Ranunculus acris,1995
Rumex acetosa,1995
Sanguisorba minor,1995
Trisetum flavescens,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Ajuga reptans,1995
Cynosurus cristatus,1995
Carex flacca,1995
Knautia arvensis,1995
Veronica chamaedrys,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Briza media,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lotus corniculatus,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Sanguisorba minor,1995
Taraxacum officinale,1995
Carex caryophyllea,1995
Leontodon autumnalis,1995
Trifolium repens,1995
Pimpinella saxifraga,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Cerastium fontanum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lotus corniculatus,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Rumex acetosa,1995
Trisetum flavescens,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Briza media,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Plantago lanceolata,1995
Arrhenatherum elatius,1995
Rumex acetosa,1995
Agrostis capillaris,1995
Anthoxanthum odoratum,1995
Quercus robur,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Alopecurus pratensis,1995
Conopodium majus,1995
Dactylis glomerata,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Veronica chamaedrys,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Poa pratensis,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Trisetum flavescens,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Trifolium repens,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Leontodon autumnalis,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Briza media,1995
Cerastium fontanum,1995
Plantago lanceolata,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Bromus hordeaceus,1995
Cerastium fontanum,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca pratensis,1995
Festuca rubra,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Lolium perenne,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Holcus lanatus,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Rumex acetosa,1995
Sanguisorba minor,1995
Trisetum flavescens,1995
Trifolium pratense,1995
Trifolium repens,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Centaurea nigra,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Festuca rubra,1995
Poa pratensis,1995
Rumex acetosa,1995
Agrostis capillaris,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Festuca rubra,1995
Holcus lanatus,1995
Poa pratensis,1995
Luzula campestris,1995
Leontodon hispidus,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Sanguisorba minor,1995
Trisetum flavescens,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Knautia arvensis,1995
Trifolium repens,1995
Veronica chamaedrys,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Briza media,1995
Cerastium fontanum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lotus corniculatus,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Trisetum flavescens,1995
Taraxacum officinale,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lotus corniculatus,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Carex flacca,1995
Carex caryophyllea,1995
Pilosella officinarum,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Briza media,1995
Cerastium fontanum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lolium perenne,1995
Lotus corniculatus,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Rumex acetosa,1995
Sanguisorba minor,1995
Helictotrichon pubescens,1995
Dactylis glomerata,1995
Festuca pratensis,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lolium perenne,1995
Lotus corniculatus,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Rumex acetosa,1995
Trisetum flavescens,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Galium verum,1995
Knautia arvensis,1995
Leontodon autumnalis,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Briza media,1995
Cerastium fontanum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca pratensis,1995
Festuca rubra,1995
Holcus lanatus,1995
Centaurea nigra,1995
Crepis capillaris,1995
Carex flacca,1995
Trifolium repens,1995
Veronica chamaedrys,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Briza media,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Luzula campestris,1995
Leontodon hispidus,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Sanguisorba minor,1995
Trifolium pratense,1995
Ajuga reptans,1995
Carex caryophyllea,1995
Pilosella officinarum,1995
Knautia arvensis,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Briza media,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Ajuga reptans,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Bromus hordeaceus,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Luzula campestris,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Trisetum flavescens,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Bromus hordeaceus,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Achillea millefolium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Trifolium repens,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Luzula campestris,1995
Lolium perenne,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Luzula campestris,1995
Galium verum,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Cerastium fontanum,1995
Dactylis glomerata,1995
Festuca pratensis,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Lolium perenne,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Trifolium repens,1995
Veronica chamaedrys,1995
Poa pratensis,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Arrhenatherum elatius,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Dactylis glomerata,1995
Festuca rubra,1995
Heracleum sphondylium,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Arrhenatherum elatius,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Bromus hordeaceus,1995
Conopodium majus,1995
Dactylis glomerata,1995
Heracleum sphondylium,1995
Poa pratensis,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Heracleum sphondylium,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Bromus hordeaceus,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Trisetum flavescens,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Dactylis glomerata,1995
Veronica chamaedrys,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Bromus hordeaceus,1995
Cerastium fontanum,1995
Conopodium majus,1995
Dactylis glomerata,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Trifolium repens,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Trifolium pratense,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Bromus hordeaceus,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Helictotrichon pubescens,1995
Luzula campestris,1995
Plantago lanceolata,1995
Poa pratensis,1995
Pimpinella saxifraga,1995
Ranunculus acris,1995
Rumex acetosa,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Conopodium majus,1995
Centaurea nigra,1995
Lathyrus pratensis,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Bromus hordeaceus,1995
Cerastium fontanum,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Trisetum flavescens,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Bromus hordeaceus,1995
Cerastium fontanum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Anthoxanthum odoratum,1995
Filipendula ulmaria,1995
Leontodon autumnalis,1995
Agrostis capillaris,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Cerastium fontanum,1995
Conopodium majus,1995
Centaurea nigra,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Luzula campestris,1995
Leontodon hispidus,1995
Lotus corniculatus,1995
Plantago lanceolata,1995
Poa pratensis,1995
Ranunculus acris,1995
Trisetum flavescens,1995
Taraxacum officinale,1995
Trifolium pratense,1995
Crepis capillaris,1995
Galium verum,1995
Trifolium repens,1995
Agrostis capillaris,1995
Arrhenatherum elatius,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
Anthriscus sylvestris,1995
Conopodium majus,1995
Dactylis glomerata,1995
Festuca rubra,1995
Holcus lanatus,1995
Heracleum sphondylium,1995
Trifolium pratense,1995
Holcus lanatus,1995
Helictotrichon pubescens,1995
Heracleum sphondylium,1995
Lathyrus pratensis,1995
Plantago lanceolata,1995
Poa pratensis,1995
Poa trivialis,1995
Ranunculus acris,1995
Rumex acetosa,1995
Tragopogon pratensis,1995
Taraxacum officinale,1995
Arrhenatherum elatius,1995
Achillea millefolium,1995
Anthoxanthum odoratum,1995
Alopecurus pratensis,1995
